Time,event_id,state,event_type,damage_property,damage_crops,begin_lat,begin_lon,end_lat,end_lon,event_narrative,storm_duration,begin_day,end_day,year,end_timestamp
14-Feb-2016 05:00:00,620082,TENNESSEE,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Up to a two-tenths of an inch of ice fell.",07:00:00,14,14,2016,14-Feb-0016 12:00:00
08-Feb-2016 10:00:00,621314,MASSACHUSETTS,Coastal Flood,0.00K,0.00K,NaN,NaN,NaN,NaN,"Winthrop Parkway from Revere to Winthrop was closed due to coastal flooding and debris on the roadway.  Morrissey Boulevard was closed due to flooding.",00:30:00,8,8,2016,08-Feb-0016 10:30:00
25-Feb-2016 02:31:00,621881,MASSACHUSETTS,Thunderstorm Wind,5.00K,0.00K,42.14,-71.24,42.14,-71.24,"A large tree and wires were downed onto a house in Walpole.",00:00:00,25,25,2016,25-Feb-0016 02:31:00
25-Feb-2016 03:58:00,621967,MASSACHUSETTS,Thunderstorm Wind,5.00K,0.00K,41.97,-71.18,41.97,-71.18,"A tree on Dean and Hodges Streets was downed onto wires by thunderstorm winds.",00:00:00,25,25,2016,25-Feb-0016 03:58:00
19-Feb-2016 07:02:00,613522,CALIFORNIA,High Wind,0.00K,0.00K,NaN,NaN,NaN,NaN,"The Indian Well RAWS recorded a gust to 61 mph at 19/0801 PST.  The Van Bremmer RAWS recorded a gust to 59 mph at 19/1831 PST.",01:29:00,19,19,2016,19-Feb-0016 08:31:00
09-Feb-2016 08:00:00,611104,DELAWARE,Coastal Flood,,,NaN,NaN,NaN,NaN,"The NOS tide gage at Lewes rose above it's 7.0 foot  MLLW flood stage (moderate flooding) at 0800EST, reached a crest of 7.25 feet MLLW at 0900EST, then fell below 7.0 feet MLLW at 1000EST.",02:00:00,9,9,2016,09-Feb-0016 10:00:00
09-Jan-2016 01:03:00,607321,MISSISSIPPI,Hail,0.00K,0.00K,34.09,-90.72,34.09,-90.72,"Nickel to quarter size hail fell near Alligator.",00:00:00,9,9,2016,09-Jan-0016 01:03:00
24-Feb-2016 21:45:00,613079,PENNSYLVANIA,Flash Flood,0.00K,0.00K,40.7572,-75.2759,40.739,-75.3703,"Water rose quickly from heavy rain and flowed over several roadways in Bushkill Township.",04:15:00,24,25,2016,25-Feb-0016 02:00:00
07-Feb-2016 09:00:00,612200,NEBRASKA,High Wind,0.00K,0.00K,NaN,NaN,NaN,NaN,"Strong northwest winds sustained above 40 mph occurred across Boyd County during the late morning and early afternoon hours. A mesonet observation near Butte recorded sustained winds of 41 mph at 1 pm CST.",09:00:00,7,7,2016,07-Feb-0016 18:00:00
03-Feb-2016 04:15:00,617477,TENNESSEE,Thunderstorm Wind,,,35.49,-85.01,35.49,-85.01,"Several trees were reported down across the southern half of the county.",00:00:00,3,3,2016,03-Feb-0016 04:15:00
22-Jan-2016 12:00:00,615681,VIRGINIA,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snowfall totals were generally between 3 inches and 7 inches across the county. Gloucester Courthouse reported 6.0 inches of snow.",35:00:00,22,23,2016,23-Jan-0016 23:00:00
01-Jan-2016 00:00:00,611163,INDIANA,Flood,20.00K,0.00K,38.4036,-87.7444,38.3493,-87.8137,"Moderate flooding of the Wabash River continued into January. At the Mt. Carmel river gage, the river crested at 29.1 feet on the 6th. Flood stage there is 19 feet. Extensive flooding of low-lying fields occurred in western Gibson County. Numerous local river roads were flooded. Access to local campsites was blocked. Flood waters affected residents of East Mt. Carmel, Indiana.",276:00:00,1,12,2016,12-Jan-0016 12:00:00
01-Jan-2016 00:00:00,610999,ILLINOIS,Flood,25.00K,0.00K,37.7,-88.13,37.6703,-88.167,"Moderate flooding along the Ohio River continued into January. At the Shawneetown gage, the river crested at 45.25 feet on the 4th. This flood was very similar to the flood of May, 2002, when the crest was 45.42 feet. Flood stage there is 33 feet. The main consequence was numerous flooded secondary roads. There was considerable flooding of low-lying agricultural land. Since the land was mostly unplanted, crop damage was insignificant. Levees protect large parts of the county. Seepage water was pumped out of Old Shawneetown, which has been largely vacated in recent decades after major floods caused heavy damage.",245:00:00,1,11,2016,11-Jan-0016 05:00:00
01-Jan-2016 00:00:00,611004,ILLINOIS,Flood,250.00K,0.00K,37.63,-89.5,37.7626,-89.4349,"Major flooding of the Big Muddy River continued into January. At the Murphysboro river gage, the river crested at 36.11 feet before dawn on the 2nd. Flood stage there is 22 feet. At Murphysboro, floodwaters approached the flood level of 2008, when the river crested at 37.19 ft on March 23. A mobile home park, a few houses, and a church were flooded or threatened. Sandbagging was done around some affected structures. A Murphysboro couple was rescued by police and firefighters after they were trapped in their home by high water. Extensive flooding of low-lying fields occurred. The intersection of 3rd and Plum Streets in Murphysboro was closed. Floodwater covered the ground below an electrical substation. Slides or slumps developed along a portion of the levee near Grand Tower, prompting concerns about levee failure. Residents were asked to voluntarily evacuate a large area behind the levee. The situation around Grand Tower was heavily affected by backwater from the Mississippi River, which was near record high levels.",327:00:00,1,14,2016,14-Jan-0016 15:00:00
03-Jan-2016 07:00:00,614623,OREGON,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"One to three inches of snow fell followed by trace to 0.10 inch of freezing rain. Slick roads resulted in traffic delays and accidents.",27:00:00,3,4,2016,04-Jan-0016 10:00:00
23-Jan-2016 04:24:00,616056,MARYLAND,High Wind,0.00K,0.00K,NaN,NaN,NaN,NaN,"Wind gust of 53 knots (61 mph) was measured at Mumford Landing.",00:00:00,23,23,2016,23-Jan-0016 04:24:00
27-Jan-2016 02:09:00,616634,MONTANA,High Wind,0.00K,0.00K,NaN,NaN,NaN,NaN,"The Comertown Turn-Off MT-5 DOT site measured sustained winds greater than 40 mph beginning at 2:09 AM and ending at 4:20 AM.  The first verifying wind gust of 60 mph was recorded at 2:50 AM and the peak wind gust of 61 mph was recorded at 3:00 AM.",02:11:00,27,27,2016,27-Jan-0016 04:20:00
09-Mar-2016 12:00:00,624920,TEXAS,Flash Flood,0.00K,0.00K,28.214,-97.2839,28.2246,-97.3196,"Texas Department of Transportation reported water over the highway on Farm to Market Road 629 between Farm to Market Roads 136 and 1360.",01:00:00,9,9,2016,09-Mar-0016 13:00:00
07-Jul-2016 19:10:00,635165,TENNESSEE,Thunderstorm Wind,,,35.96,-83.14,35.96,-83.14,"Numerous trees were reported down three miles east of Newport.",00:00:00,7,7,2016,07-Jul-0016 19:10:00
19-Mar-2016 02:18:00,627856,GULF OF MEXICO,Marine Thunderstorm Wind,0.00K,0.00K,27.84,-97.072,27.8489,-97.1034,"TCOON site at Port Aransas measured a gust to 43 knots.",00:24:00,19,19,2016,19-Mar-0016 02:42:00
19-Mar-2016 00:45:00,627864,GULF OF MEXICO,Marine Thunderstorm Wind,0.00K,0.00K,28.132,-97.034,28.132,-97.034,"NERRS site at Copano Bay East measured gusts to 39 knots.",00:45:00,19,19,2016,19-Mar-0016 01:30:00
19-Jan-2016 23:00:00,617255,WYOMING,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"The Medicine Bow SNOTEL site (elevation 10500 ft) estimated 16 inches of snow.",18:00:00,19,20,2016,20-Jan-0016 17:00:00
20-Jan-2016 00:00:00,617538,ARKANSAS,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Less than a tenth of an inch of ice accumulated.",06:00:00,20,20,2016,20-Jan-0016 06:00:00
01-Apr-2016 16:35:00,624029,GEORGIA,Tornado,0.00K,0.00K,31.24,-82.66,31.25,-82.62,"A tornado touched down just south of U.S. Highway 82 in Millwood. The preliminary intensity was EF1 with maximum winds near 100 mph. The tornado was on the ground for about 9 minutes and traveled about 2.6 miles. Minor damage occurred near Indian Mound Road and damage became more significant as the storm moved over the Manor-Millwood Road north. Damage to structures and trees was more signficant near Mullis Road where an old travel trailer was rolled and destroyed. A trailer in the area also had its rooof removed. Damaged occurred near Perch Creek Rd toward the Zion Hill Freewill Baptist Church where many small farm structures were thrown northward. The tree damage pattern was convergent. Major tree blown down was observed at a farm north of Zion Hill Road. Several horses were trapped by debris and two dogs were missing after the tornado went through. Cost of damage unknown.",00:09:00,1,1,2016,01-Apr-0016 16:44:00
01-Apr-2016 16:20:00,624032,GEORGIA,Thunderstorm Wind,0.00K,0.00K,31.2,-82.78,31.2,-82.78,"Numerous trees and power lines were blown down near the intersection of Mexico Road and Cogdell Road.",00:00:00,1,1,2016,01-Apr-0016 16:20:00
14-Feb-2016 05:00:00,620083,TENNESSEE,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Up to a two-tenths of an inch of ice fell.",07:00:00,14,14,2016,14-Feb-0016 12:00:00
09-Feb-2016 08:00:00,621319,RHODE ISLAND,Coastal Flood,0.00K,0.00K,NaN,NaN,NaN,NaN,"Earle Drive in Wickford was flooded, nearly cutting off access to the peninsula.",01:00:00,9,9,2016,09-Feb-0016 09:00:00
08-Feb-2016 08:10:00,611108,DELAWARE,Coastal Flood,,,NaN,NaN,NaN,NaN,"The NOS tide gage at Lewes rose above it's 7.0 foot  MLLW flood stage (moderate flooding) at 0810EST, reached a crest of 7.08 feet MLLW at 0832EST, then fell below 7.0 feet MLLW at 0912EST.",01:02:00,8,8,2016,08-Feb-0016 09:12:00
08-Feb-2016 06:30:00,611113,NEW JERSEY,Coastal Flood,,,NaN,NaN,NaN,NaN,"The NOS tide gage at Atlantic City rose above it's 7.0 foot  MLLW flood stage (moderate flooding) at 0630EST, reached a crest of 7.28 feet MLLW at 0736EST, then fell below 7.0 feet MLLW at 0810EST.",01:40:00,8,8,2016,08-Feb-0016 08:10:00
16-Feb-2016 09:46:00,613076,NORTH CAROLINA,Thunderstorm Wind,5.00K,,35.5434,-76.2144,35.5434,-76.2144,"Structural damage to a single wide mobile home.",00:01:00,16,16,2016,16-Feb-0016 09:47:00
08-Jan-2016 23:15:00,615201,GULF OF MEXICO,Marine Thunderstorm Wind,0.00K,0.00K,29.7756,-93.3014,29.7756,-93.3014,"A 41 MPH gust was recorded at KCVW in Cameron.",00:00:00,8,8,2016,08-Jan-0016 23:15:00
07-Feb-2016 09:00:00,612204,NEBRASKA,High Wind,0.00K,0.00K,NaN,NaN,NaN,NaN,"Strong northwest winds of 30 to 40 mph with gusts to near 60 mph occurred across Thomas County during the late morning and early afternoon hours. The Thedford AWOS recorded a 63 mph wind gust at 1255 pm MST.",09:00:00,7,7,2016,07-Feb-0016 18:00:00
29-Feb-2016 21:15:00,614194,WISCONSIN,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Three to five inches of snow accumulation.",02:44:00,29,29,2016,29-Feb-0016 23:59:00
29-Feb-2016 23:13:00,614198,WISCONSIN,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Three to five inches of snow accumulation.",00:46:00,29,29,2016,29-Feb-0016 23:59:00
29-Feb-2016 23:45:00,614200,WISCONSIN,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Three to five inches of snow accumulation.",00:14:00,29,29,2016,29-Feb-0016 23:59:00
27-Jan-2016 11:03:00,611444,ATLANTIC SOUTH,Waterspout,,,26.35,-80.06,26.35,-80.06,"Waterspout observed less than a mile offshore Boca Raton, moving off to the north-northeast.",00:00:00,27,27,2016,27-Jan-0016 11:03:00
22-Jan-2016 10:00:00,615754,VIRGINIA,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snowfall totals were generally between 4 inches and 7 inches across the county.",38:00:00,22,24,2016,24-Jan-0016 00:00:00
22-Jan-2016 06:00:00,614345,NORTH CAROLINA,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snowfall totals were generally between 1 inch and 3 inches across the county. A trace of ice also occurred. South Mills reported 2.0 inches of snow.",40:00:00,22,23,2016,23-Jan-0016 22:00:00
01-Jan-2016 00:00:00,611001,ILLINOIS,Flood,700.00K,0.00K,37.5,-89.43,37.5284,-89.5056,"Mississippi River levels continued their climb from December, and record or near-record flooding occurred early in the month. There are no river gages in Union County, but there is a gage at Thebes in nearby Alexander County. At the Thebes river gage, the river crested at a new record of 47.74 feet on the 2nd. Backwater from the Mississippi River contributed to flooding of Clear Creek and other tributaries, which affected isolated homes. Some residents were isolated by the floodwaters. Sandbagging operations were conducted to protect water wells and to reinforce levees. The National Guard was activated to assist with the sandbagging. A number of residents voluntarily evacuated. Most of the monetary flood damage was to public infrastructure, such as roads and levees. All access roads to the Mississippi River levees were closed.",367:00:00,1,16,2016,16-Jan-0016 07:00:00
22-Jan-2016 12:00:00,615052,TENNESSEE,Heavy Snow,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snowfall amounts across Franklin county, Tennessee ranged from 2.2 inches near Huntland, Tennessee, to 3.2 inches near Winchster, Tennessee.",08:50:00,22,22,2016,22-Jan-0016 20:50:00
22-Jan-2016 12:49:00,615041,ALABAMA,Heavy Snow,0.00K,0.00K,NaN,NaN,NaN,NaN,"Heavy snow occurred with snowfall amounts ranging from one to three inches across the county with isolated amounts from 3.3 to 5 inches in northwest through northeast Madison county, Alabama.",11:04:00,22,22,2016,22-Jan-0016 23:53:00
03-Jan-2016 07:00:00,614628,WASHINGTON,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"One to two inches of snow followed by 0.10 to 0.20 inch of freezing rain resulted in traffic accidents and delays.",27:00:00,3,4,2016,04-Jan-0016 10:00:00
13-Jan-2016 02:00:00,615632,MAINE,Heavy Snow,,,NaN,NaN,NaN,NaN,"Storm total snow accumulations ranged from 5 to 11 inches...with the heaviest accumulations across southern areas.",12:30:00,13,13,2016,13-Jan-0016 14:30:00
22-Jan-2016 08:00:00,615587,VIRGINIA,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snowfall totals were generally between 5 inches and 11 inches across the county. Sutherland reported 10.5 inches of snow. Dinwiddie reported 7.0 inches of snow.",39:00:00,22,23,2016,23-Jan-0016 23:00:00
06-Jan-2016 09:00:00,611606,NEVADA,Flash Flood,5.00K,0.00K,36.4477,-114.4288,36.4774,-114.4017,"Old St. Thomas Road was closed due to flood damage.",03:00:00,6,6,2016,06-Jan-0016 12:00:00
27-Jan-2016 18:00:00,616645,MICHIGAN,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"The observer four miles north of Negaunee measured 7.2 inches of lake effect snow in 24 hours.",24:00:00,27,28,2016,28-Jan-0016 18:00:00
20-Jan-2016 00:00:00,617531,MISSOURI,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Less than a tenth of an inch of ice accumulated.",06:00:00,20,20,2016,20-Jan-0016 06:00:00
09-Jan-2016 12:45:00,616392,MISSISSIPPI,Thunderstorm Wind,,0.00K,34.9045,-89.6327,34.9058,-89.6324,"Straight line winds damaged two mobile homes in the Deer Creek area. The swath of damage was 75 yards wide and 150 yards long.",00:01:00,9,9,2016,09-Jan-0016 12:46:00
08-Apr-2016 18:00:00,625025,WEST VIRGINIA,Heavy Snow,,0.00K,NaN,NaN,NaN,NaN,"The COOP observer at Davis reported 13 inches of snow.",29:00:00,8,9,2016,09-Apr-0016 23:00:00
02-Feb-2016 14:00:00,620097,MICHIGAN,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Storm total snowfall over an 18-hour period or less included an estimated 12 inches from near Bessemer, 10.5 inches near Ironwood and 8 inches near Wakefield.  North winds gusting near 25 mph at times also caused some drifting of snow.",18:00:00,2,3,2016,03-Feb-0016 08:00:00
14-Feb-2016 05:00:00,620090,TENNESSEE,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Up to a two-tenths of an inch of ice and sleet fell.",07:00:00,14,14,2016,14-Feb-0016 12:00:00
14-Feb-2016 05:00:00,620091,TENNESSEE,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Up to a two-tenths of an inch of ice and sleet fell.",07:00:00,14,14,2016,14-Feb-0016 12:00:00
14-Feb-2016 05:00:00,620092,TENNESSEE,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Up to a two-tenths of an inch of ice and sleet fell.",07:00:00,14,14,2016,14-Feb-0016 12:00:00
25-Feb-2016 01:05:00,621581,CONNECTICUT,Thunderstorm Wind,30.00K,0.00K,41.82,-72.62,41.82,-72.62,"Trees and wires were downed throughout South Windsor.  Several roads were closed due to this damage, including:  Ellington Road between Pierce Road and Deming Street and Niederwerfer Road at the East Windsor town line.",00:00:00,25,25,2016,25-Feb-0016 01:05:00
25-Feb-2016 02:35:00,621888,MASSACHUSETTS,Thunderstorm Wind,0.00K,0.00K,42.32,-71.07,42.32,-71.07,"An amateur radio operator recorded a 69 mph wind gust on their home weather station in Boston.  No damage was reported.",00:00:00,25,25,2016,25-Feb-0016 02:35:00
15-Feb-2016 17:50:00,621823,FLORIDA,Thunderstorm Wind,2.00K,0.00K,30.53,-87.23,30.53,-87.23,"An awning at a truck stop was damaged by severe thunderstorm wind gusts.",00:01:00,15,15,2016,15-Feb-0016 17:51:00
02-Feb-2016 02:30:00,611545,NEBRASKA,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Heavy snow and strong winds were observed across central and northern Saline County. Snowfall ranged from 5 to 10 inches across the county including specific reports of 9.5 inches in Friend, 8 inches in Dorchester, 6 inches in Wilbur, and 5.5 inches in Swanton. North winds of 15 to 25 with gusts over 35 mph produced considerable blowing and drifting snowfall.",21:30:00,2,3,2016,03-Feb-0016 00:00:00
11-Apr-2016 11:58:00,619858,ARKANSAS,Thunderstorm Wind,0.00K,0.00K,33.3586,-93.4087,33.3586,-93.4087,"Tree down across Highway 82 just inside the Columbia County line east of Buckner.",00:00:00,11,11,2016,11-Apr-0016 11:58:00
07-Feb-2016 11:57:00,622664,CALIFORNIA,High Wind,0.00K,0.00K,NaN,NaN,NaN,NaN,"The Topanga RAWS sensor reported a northeast wind gust of 65 MPH.",00:00:00,7,7,2016,07-Feb-0016 11:57:00
14-Feb-2016 01:00:00,612216,PENNSYLVANIA,Cold/Wind Chill,0.00K,0.00K,NaN,NaN,NaN,NaN,"The lowest wind chill values were reported at the following locations during the early morning hours of February 14th:  17 degrees below zero in Lehigh Valley International Airport and 14 degrees below zero at Zionsville.",08:30:00,14,14,2016,14-Feb-0016 09:30:00
05-Feb-2016 01:00:00,621349,NEW JERSEY,Winter Weather,,,NaN,NaN,NaN,NaN,"Precipitation associated with a low pressure system moving north along a nearby offshore front began as light rain during the evening hours on the 4th, then turned to snow during the overnight hours. Some snowfall totals included:  3.2 inches in Mount Laurel, 3.0 inches in Mount Holly (NWS office), 2.9 inches in Florence, 2.6 inches in Wrightstown, and 2.0 inches in Delran.",06:00:00,5,5,2016,05-Feb-0016 07:00:00
15-Feb-2016 11:00:00,611693,PENNSYLVANIA,Winter Weather,,,NaN,NaN,NaN,NaN,"Snow began Monday morning, then continued into the overnight hours. Temperatures abruptly rose above the freezing mark during the late overnight hours, changing precipitation over to all rain well before the Tuesday morning commute. Freezing rain occurred for several hours Monday night during the transition period.|1.2 inches of snow was reported at Lehigh Valley International Airport, and 1.0 inches was reported near Schnecksville.  Between 0.01 and 0.10 inches of ice accumulation from freezing rain was reported in the area before the changeover to plain rain early Tuesday morning.||Several traffic accidents occurred in Lehigh county with vehicles overturned in Upper Saucon Twp and Upper Nazareth Twp.",18:00:00,15,16,2016,16-Feb-0016 05:00:00
24-Feb-2016 21:00:00,612893,DELAWARE,Strong Wind,0.00K,,NaN,NaN,NaN,NaN,"A measured thunderstorm wind gust of 50 MPH was reported by the DEOS weather station located in Blackbird State Park.",00:00:00,24,24,2016,24-Feb-0016 21:00:00
07-Feb-2016 09:00:00,612206,NEBRASKA,High Wind,0.00K,0.00K,NaN,NaN,NaN,NaN,"Strong northwest winds sustained above 40 mph occurred across Loup County during the late morning and afternoon hours. Nearby Mesonet observation sites near Brewster and Dunning recorded sustained winds above 40 mph between 1127 am CST and 1 pm CST. The Nearby Broken Bow ASOS recorded a 61 mph wind gust at 223 pm CST.",09:00:00,7,7,2016,07-Feb-0016 18:00:00
15-Feb-2016 02:00:00,614331,GEORGIA,Winter Weather,,,NaN,NaN,NaN,NaN,"A report of trace accumulations of ice on elevated surfaces due to light freezing rain and drizzle was received from the public in the Danielsville area.",23:00:00,15,16,2016,16-Feb-0016 01:00:00
17-Jan-2016 04:00:00,608956,MINNESOTA,Extreme Cold/Wind Chill,0.00K,0.00K,NaN,NaN,NaN,NaN,"Several sources of weather observations indicated that wind chill values dropped to around -35F for a few hours.",05:00:00,17,17,2016,17-Jan-0016 09:00:00
22-Jan-2016 10:30:00,615598,VIRGINIA,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snowfall totals were generally between 10 inches and 13 inches across the county.",36:30:00,22,23,2016,23-Jan-0016 23:00:00
31-Jan-2016 16:12:00,611783,NEVADA,Thunderstorm Wind,0.00K,0.00K,36.21,-115.98,36.21,-115.98,"Dime size hail also fell.",00:04:00,31,31,2016,31-Jan-0016 16:16:00
22-Jan-2016 10:30:00,613534,VIRGINIA,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snowfall totals were generally between 10 inches and 13 inches across the county.",36:30:00,22,23,2016,23-Jan-0016 23:00:00
30-Jan-2016 05:27:00,617051,CALIFORNIA,High Wind,0.00K,0.00K,NaN,NaN,NaN,NaN,"Bird Springs Pass Raws experienced a severe gust.",15:33:00,30,30,2016,30-Jan-0016 21:00:00
20-Jan-2016 01:00:00,617522,TENNESSEE,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Less than a tenth of an inch of ice accumulated.",06:00:00,20,20,2016,20-Jan-0016 07:00:00
11-Apr-2016 16:43:00,619700,LOUISIANA,Flash Flood,3.00K,0.00K,32.74,-91.44,32.7307,-91.4234,"Water covered Highway 17 both in town and between Pioneer and Forest.",05:02:00,11,11,2016,11-Apr-0016 21:45:00
11-Apr-2016 20:30:00,619656,MISSISSIPPI,Flash Flood,2.00K,0.00K,32.3771,-90.8698,32.3769,-90.8694,"A mudslide blocked one lane of North Washington Street.",03:15:00,11,11,2016,11-Apr-0016 23:45:00
05-Apr-2016 08:53:00,618199,MONTANA,High Wind,0.00K,0.00K,NaN,NaN,NaN,NaN,"A wind gust to 63 mph was reported at Roy 1E. Also, a gust to 59 mph was reported at Forestgrove 13SSE (the N Bar Ranch).",00:00:00,5,5,2016,05-Apr-0016 08:53:00
08-Apr-2016 22:00:00,625744,OHIO,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"The CoCoRaHS observer north of Eaton measured 2.5 inches of snow. A spotter in town measured 0.9 inches.",12:00:00,8,9,2016,09-Apr-0016 10:00:00
02-Feb-2016 16:00:00,620100,MICHIGAN,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Storm total snowfall over a 16-18 hour period included 9.3 inches at Pelkie and an  estimated 8 inches near Pequaming.  North winds gusting to 25 mph at times also caused blowing and drifting of snow.",19:00:00,2,3,2016,03-Feb-0016 11:00:00
25-Feb-2016 01:13:00,621582,CONNECTICUT,Thunderstorm Wind,5.00K,0.00K,41.77,-72.68,41.77,-72.68,"Power lines on Newbury Street and a large limb and wires on Grandview Terrace in Hartford were downed by severe thunderstorm winds.",00:00:00,25,25,2016,25-Feb-0016 01:13:00
15-Feb-2016 18:17:00,621838,FLORIDA,Thunderstorm Wind,15.00K,0.00K,30.41,-86.86,30.41,-86.86,"Severe thunderstorm wind gusts near 70 mph produced minor roof damage to residences at James Harvell Road and Highway 87.",00:01:00,15,15,2016,15-Feb-0016 18:18:00
07-Feb-2016 07:22:00,622097,GULF OF MEXICO,Marine Thunderstorm Wind,0.00K,0.00K,24.5801,-81.6829,24.5801,-81.6829,"A wind gust of 35 knots was measured at the Naval Air Station Key West Boca Chica Field.",00:00:00,7,7,2016,07-Feb-0016 07:22:00
01-Feb-2016 06:00:00,610387,NEBRASKA,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"A cooperative observer and public reported 10 to 12 inches of snowfall. As northerly winds increased to 30 to 40 mph during the overnight and morning hours on February 2nd, low visibility and 3 to 4 foot drifts occurred.",35:00:00,1,2,2016,02-Feb-0016 17:00:00
11-Apr-2016 11:35:00,619859,ARKANSAS,Thunderstorm Wind,0.00K,0.00K,33.3632,-93.711,33.3632,-93.711,"Several trees and power lines were blown down across the eastern portions of Miller County, including in the Garland community.",00:00:00,11,11,2016,11-Apr-0016 11:35:00
05-Feb-2016 01:00:00,621350,NEW JERSEY,Winter Weather,,,NaN,NaN,NaN,NaN,"Precipitation associated with a low pressure system moving north along a nearby offshore front began as light rain during the evening hours on the 4th, then turned to snow during the overnight hours. Some snowfall totals included:  2.2 inches in Lindenwold, 2.0 inches in Winslow Township, and 1.0 inches in Sicklerville.",06:00:00,5,5,2016,05-Feb-0016 07:00:00
16-Feb-2016 15:23:00,611863,PENNSYLVANIA,Flood,0.00K,0.00K,40.3492,-75.749,40.3392,-75.749,"Heavy rain and snowmelt caused the Manatawny Creek to exceed flood stage near Spangsville for several hours Tuesday evening, February 16th, resulting in minor flooding.  The creek crested at 6.41 feet at 1645EST.  Flood stage at Spangsville is 6.0 feet.",03:13:00,16,16,2016,16-Feb-0016 18:36:00
24-Feb-2016 18:50:00,612900,NEW JERSEY,Thunderstorm Wind,,,39.93,-74.89,39.93,-74.89,"Several trees and wires down with power outages throughout the county.",00:00:00,24,24,2016,24-Feb-0016 18:50:00
18-Feb-2016 20:00:00,613573,NEBRASKA,High Wind,0.00K,0.00K,NaN,NaN,NaN,NaN,"Strong west winds of 30 to 40 mph with a few gusts to near 60 mph occurred across Keith county during the late evening hours on February 18th and the early morning hours on February 19th. The Ogallala AWOS recorded a wind gust of 58 mph at 1055 pm MST.",15:00:00,18,19,2016,19-Feb-0016 11:00:00
01-Jan-2016 00:00:00,611039,KENTUCKY,Flood,0.00K,0.00K,37.782,-87.1283,37.7753,-87.1269,"Minor flooding of the Ohio River continued into New Years Day. Bottomland fields were inundated.",19:00:00,1,1,2016,01-Jan-0016 19:00:00
11-Apr-2016 16:55:00,619630,MISSISSIPPI,Flash Flood,6.00K,0.00K,32.3655,-90.014,32.364,-90.0136,"Rising water approached several homes in the Reservoir area with water that covered portions of Meadowview, Waterford and Shenandoah Roads.",05:50:00,11,11,2016,11-Apr-0016 22:45:00
17-Jan-2016 04:00:00,608959,MINNESOTA,Extreme Cold/Wind Chill,0.00K,0.00K,NaN,NaN,NaN,NaN,"Several sources of weather observations indicated that wind chill values dropped to around -35F for a few hours.",04:00:00,17,17,2016,17-Jan-0016 08:00:00
16-Jun-2016 11:00:00,643227,ARKANSAS,Excessive Heat,0.00K,0.00K,NaN,NaN,NaN,NaN,"Heat Indices of 110 degrees or greater.",30:00:00,16,17,2016,17-Jun-0016 17:00:00
16-Jun-2016 11:00:00,643228,ARKANSAS,Excessive Heat,0.00K,0.00K,NaN,NaN,NaN,NaN,"Heat Indices of 110 degrees or greater.",06:00:00,16,16,2016,16-Jun-0016 17:00:00
22-Jan-2016 10:00:00,613556,VIRGINIA,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snowfall totals were generally between 13 inches and 19 inches across the county. Biltmore (1 ENE) reported 19.0 inches of snow. Wyndham (1 SSE) reported 18.0 inches of snow. Glen Allen reported 17.5 inches of snow. Short Pump (2 NNE) reported 15.5 inches of snow.",37:00:00,22,23,2016,23-Jan-0016 23:00:00
