Time,event_id,state,event_type,damage_property,damage_crops,begin_lat,begin_lon,end_lat,end_lon,event_narrative,storm_duration,begin_day,end_day,year,end_timestamp
24-Jan-2016 23:00:00,618080,ALASKA,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Alaska DOT for the Klondike Highway observed 2 inches new snow on 1/24, 10 inches new midday on 1/25, and the highway was closed for avalanches on 1/26. Snow removal operations were intense.",18:00:00,24,25,2016,25-Jan-0016 17:00:00
11-Jan-2016 11:17:00,618073,GULF OF MEXICO,Marine Thunderstorm Wind,0.00K,0.00K,24.5801,-81.6829,24.5801,-81.6829,"A wind gust of 38 knots was measured at the Naval Air Station Key West Boca Chica Field.",00:00:00,11,11,2016,11-Jan-0016 11:17:00
17-Jan-2016 09:20:00,618097,GULF OF MEXICO,Marine Thunderstorm Wind,0.00K,0.00K,25.01,-80.38,25.01,-80.38,"A wind gust of 45 knots was measured at Molasses Reef Light.",00:00:00,17,17,2016,17-Jan-0016 09:20:00
01-Jan-2016 07:39:00,616958,CALIFORNIA,Dense Fog,0.00K,0.00K,NaN,NaN,NaN,NaN,"California Highway Patrol reported visibility between 500 and 800 feet near Delano.",12:14:00,1,1,2016,01-Jan-0016 19:53:00
03-Jan-2016 12:18:00,616983,CALIFORNIA,High Wind,0.00K,0.00K,NaN,NaN,NaN,NaN,"Bear Valley Springs station reported a 60 MPH wind gust.",14:55:00,3,4,2016,04-Jan-0016 03:13:00
04-Jan-2016 22:00:00,616994,CALIFORNIA,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Camp Nelson reported 16 inches of snowfall.",22:00:00,4,5,2016,05-Jan-0016 20:00:00
29-Jan-2016 12:00:00,617034,CALIFORNIA,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Lake Wishon reported 29 inches of snowfall.",59:59:00,29,31,2016,31-Jan-0016 23:59:00
28-Jan-2016 04:53:00,617047,CALIFORNIA,Dense Fog,0.00K,0.00K,NaN,NaN,NaN,NaN,"KHJO reported less than a 1/4 mile visibility.",06:37:00,28,28,2016,28-Jan-0016 11:30:00
28-Jan-2016 06:08:00,617048,CALIFORNIA,Dense Fog,0.00K,0.00K,NaN,NaN,NaN,NaN,"KNLC reported less than a 1/4 mile visibility.",05:22:00,28,28,2016,28-Jan-0016 11:30:00
28-Jan-2016 06:25:00,617049,CALIFORNIA,Dense Fog,0.00K,0.00K,NaN,NaN,NaN,NaN,"California Highway Patrol reported dense fog along State Road 41 and Quail north of Kettleman City.",05:05:00,28,28,2016,28-Jan-0016 11:30:00
08-Feb-2016 18:00:00,618739,MINNESOTA,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Slowly decreasing winds that gusted over 40 mph early in the evening combined with existing heavy snow cover to cause areas of blowing snow, with visibilities below a half mile in open areas gradually abating. This came after blizzard conditions during the day began to abate at the end of the afternoon.",06:00:00,8,9,2016,09-Feb-0016 00:00:00
03-May-2016 17:18:00,624385,GEORGIA,Thunderstorm Wind,50.00K,0.00K,31.02,-83.07,31.02,-83.07,"Numerous trees were snapped near South Valdosta Highway south of Burnt Church Road.  One tree fell through the roof of a home.  Damage was caused by a downburst.",00:00:00,3,3,2016,03-May-0016 17:18:00
19-May-2016 14:34:00,625444,GEORGIA,Thunderstorm Wind,2.00K,0.00K,30.78,-83.56,30.78,-83.56,"A tree and a power line were blown down in Quitman.",00:00:00,19,19,2016,19-May-0016 14:34:00
03-Feb-2016 15:29:00,618206,MARYLAND,Flood,0.00K,0.00K,39.1814,-77.0618,39.1808,-77.0615,"Brookville Road was closed in both directions due to high water just west of Georgia Ave - MD 97.",02:00:00,3,3,2016,03-Feb-0016 17:29:00
11-Jul-2016 14:14:00,650026,SOUTH CAROLINA,Thunderstorm Wind,0.00K,0.00K,34.79,-82.218,34.769,-82.17,"NWS employee reported multiple large tree limbs blown down on Scuffletown Rd in and just south of Five Forks. A former NWS employee estimated up to 60 mph winds on E Georgia Rd.",00:10:00,11,11,2016,11-Jul-0016 14:24:00
11-Jul-2016 14:56:00,650028,SOUTH CAROLINA,Thunderstorm Wind,0.00K,0.00K,34.67,-81.9,34.67,-81.9,"FD reported multiple trees blown down between Cross Anchor and Enoree.",00:00:00,11,11,2016,11-Jul-0016 14:56:00
11-Jul-2016 15:02:00,650032,SOUTH CAROLINA,Thunderstorm Wind,0.00K,0.00K,34.709,-81.321,34.709,-81.321,"Spotter relayed scanner report of multiple trees blown down on Baton Rouge Rd.",00:00:00,11,11,2016,11-Jul-0016 15:02:00
22-Jan-2016 08:00:00,609159,SOUTH CAROLINA,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Social Media report of freezing rain with one quarter inch of glaze on trees and powerlines at 9:50 AM. Pine tree branches beginning to bend. Lancaster Co. Sheriff reported a mix of freezing rain and sleet across northern Lancaster Co. along HWY 521 at 10:05 AM with ice beginning to accumulate on the roadway. Officer estimated a quarter inch of ice accumulation. At 12:15 PM the Lancaster Co. EM reported one quarter inch of freezing rain and sleet on all surfaces. Multiple trees down across the northern portion of the county due to ice. Multiple traffic accidents across the county due to ice and Hwy 5 completely iced over.",05:00:00,22,22,2016,22-Jan-0016 13:00:00
19-Jan-2016 17:00:00,608367,IDAHO,Heavy Snow,0.00K,0.00K,NaN,NaN,NaN,NaN,"Silver mountain ski resort which is about 3 miles south of Kellogg, Idaho reported 10 inches of new snow at elevation 5600 feet.  Lookout Pass ski resort which is about 3 miles east southeast of Mullan, Idaho reported 6 inches of new snow at 5600 feet MSL. The snow fell between 5 pm on the 19th and before 8 am on the 20th of January.",14:43:00,19,20,2016,20-Jan-0016 07:43:00
26-Jan-2016 06:00:00,616238,MARYLAND,Winter Weather,,,NaN,NaN,NaN,NaN,"Trace amounts of ice were reported around the county.",03:00:00,26,26,2016,26-Jan-0016 09:00:00
22-Jan-2016 15:00:00,609843,MARYLAND,Winter Storm,,,NaN,NaN,NaN,NaN,"Snowfall averaged between 24 and 34 inches across northwest Harford County. A report of 27 inches was received near Norrisville and 33.0 inches fell near Bel Air.",34:00:00,22,24,2016,24-Jan-0016 01:00:00
03-Feb-2016 18:55:00,621512,MARYLAND,Dense Fog,,,NaN,NaN,NaN,NaN,"GAI reported reduced visibilities of one quarter mile or less.",09:20:00,3,4,2016,04-Feb-0016 04:15:00
24-Mar-2016 12:00:00,626721,ALABAMA,Thunderstorm Wind,10.00K,0.00K,30.6884,-88.1691,30.6884,-88.1691,"Winds estimated at 70 mph caused roof damage to apartments on the University of South Alabama campus.",00:02:00,24,24,2016,24-Mar-0016 12:02:00
03-Feb-2016 04:00:00,618709,IOWA,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"While lingering light snow after a blizzard produced little additional accumulation, continuing strong north to northwest winds produced blowing and drifting of the heavy new snowpack through the morning hours. Difficult to impossible travel conditions slowly began to ease.",08:00:00,3,3,2016,03-Feb-0016 12:00:00
29-Feb-2016 11:25:00,619693,WYOMING,High Wind,0.00K,0.00K,NaN,NaN,NaN,NaN,"The UPR sensor at Emkay measured sustained winds of 40 mph or higher, with a peak gust of 69 mph at 29/1210 MST.",01:30:00,29,29,2016,29-Feb-0016 12:55:00
15-Mar-2016 18:38:00,624879,ILLINOIS,Hail,0.00K,0.00K,42.41,-90.41,42.41,-90.41,"Hail the size of a half inch in diameter up to the size of quarters was reported.",00:00:00,15,15,2016,15-Mar-0016 18:38:00
19-Feb-2016 05:00:00,619319,MINNESOTA,High Wind,,0.00K,NaN,NaN,NaN,NaN,"Westerly winds behind a cold front reach sustained speed of 40 to 45 mph for several hours. A gust to 50 mph was measured at Marshall. The high winds caused spotty power line and traffic light damage.",05:00:00,19,19,2016,19-Feb-0016 10:00:00
02-Feb-2016 04:00:00,618553,SOUTH DAKOTA,Blizzard,0.00K,0.00K,NaN,NaN,NaN,NaN,"Heavy snow combined with north to northwest winds 20 to 35 mph, with gusts over 40 mph, to produce near zero visibilities in falling and blowing snow. Accumulations varied from 10 to 15 inches with 15 inches at North Sioux City, and large drifts were reported. Travel was brought to a halt and several vehicles slid off roads due to the combination of snowy roads and low visibility. Schools and numerous businesses were closed.",24:00:00,2,3,2016,03-Feb-0016 04:00:00
14-Feb-2016 21:00:00,622471,VIRGINIA,Winter Weather,,,NaN,NaN,NaN,NaN,"Between 2 and 4 inches of snow and around 0.15 inches of ice was reported around the county.",33:00:00,14,16,2016,16-Feb-0016 06:00:00
03-Feb-2016 04:00:00,618711,IOWA,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"While lingering light snow after a blizzard produced little additional accumulation, continuing strong north to northwest winds produced blowing and drifting of the heavy new snowpack through the morning hours. Difficult to impossible travel conditions slowly began to ease.",08:00:00,3,3,2016,03-Feb-0016 12:00:00
21-Jan-2016 19:42:00,609813,MISSISSIPPI,Thunderstorm Wind,8.00K,0.00K,32.23,-88.67,32.23,-88.67,"Trees were blown down along Walker Bottom Road.",00:00:00,21,21,2016,21-Jan-0016 19:42:00
21-Jan-2016 18:49:00,609839,MISSISSIPPI,Tornado,65.00K,0.00K,31.3241,-89.6506,31.3425,-89.5432,"The tornado started near Strickland Road, where it snapped a few trees. The tornado continued northeast to the intersection of Porter Hudson Road and North Slade Road. At this point, the tornado was the strongest with 115mph winds. The tornado destroyed a garage and took the roof off of a house. The tornado continued across Bob Graham Road, where it took some roof decking off of a home. The tornado continued across Sand Lane, where it caused some roof damage to a mobile home. The tornado crossed Old Salt Road and snapped a few trees and tipped over a mobile home. The tornado continued to move east across North Black Creek Road, snapping a few more trees along the way and ended just east of Black Creek Road.",00:07:00,21,21,2016,21-Jan-0016 18:56:00
21-Jan-2016 16:26:00,618152,MISSISSIPPI,Tornado,155.00K,0.00K,31.6989,-90.5212,31.7334,-90.4597,"This weak tornado touched down just north of the Old Red Star community along Old Red Star Rd just to the south of the Copiah/Lincoln county line. A shed was damaged with the roof blown off and a few trees damaged. As the tornado tracked northeast, it crossed Watson Rd and damaged a couple trees. The heaviest damage occurred just west of Lott Smith Rd where dozens of pine trees were snapped and several hard woods were uprooted. A shed was damaged along with a small portion of a roof on a house. Another home had a larger section of the roof torn off. This area was rated EF1. The tornado continued northeast and lifted at Sylvarena Rd and Bayou Pierre. The maximum estimated winds were 100mph. The total track length was 5.4 miles and path width was 200 yards.",00:07:00,21,21,2016,21-Jan-0016 16:33:00
30-Jan-2016 23:00:00,617765,NEVADA,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"A station 2.6 miles west-northwest of Fernley received a storm total of 11 inches of snow. This was enhanced substantially by lake-effect snow off of Pyramid Lake during the afternoon and evening of the 31st. In addition to snow, ASOS and AWOS observations from the Lovelock, Silver Springs and Fallon airfields indicated sustained winds in the 15 to 25 mph range, with gusts 30 to 40 mph in the afternoon and evening of the 31st. This caused blowing snow with visibilities generally between 1 and 3 miles, but occasionally below 1 mile.",23:00:00,30,31,2016,31-Jan-0016 22:00:00
22-Jan-2016 05:00:00,612461,VIRGINIA,Heavy Snow,0.00K,0.00K,NaN,NaN,NaN,NaN,"A snowfall total of 4 inches was reported six miles southwest of Big Stone Gap.",47:00:00,22,24,2016,24-Jan-0016 04:00:00
24-Mar-2016 12:40:00,626913,ALABAMA,Flash Flood,0.00K,0.00K,30.6939,-88.1062,30.694,-88.1058,"High water rescue of motorist at the intersection of Old Shell Road and Bay Shore Ave.",02:20:00,24,24,2016,24-Mar-0016 15:00:00
21-Jan-2016 22:00:00,617659,MISSOURI,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Up to an inch of snow fell.",14:00:00,21,22,2016,22-Jan-0016 12:00:00
18-Feb-2016 22:53:00,631219,NEBRASKA,High Wind,0.00K,0.00K,NaN,NaN,NaN,NaN,"The wind sensor at the Alliance Airport measured a peak gust of 63 mph.",00:00:00,18,18,2016,18-Feb-0016 22:53:00
29-Feb-2016 10:00:00,619411,SOUTH DAKOTA,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snow accumulated 3 to 5 inches, including 4.0 inches at Wessington Springs. The snow caused slippery roads which resulted in a few accidents.",13:59:00,29,29,2016,29-Feb-0016 23:59:00
07-Apr-2016 01:18:00,619030,GEORGIA,Hail,,,33.4162,-82.4482,33.4162,-82.4482,"Public reported nickel size hail just south of the town of Thomson.",00:00:00,7,7,2016,07-Apr-0016 01:18:00
10-Mar-2016 16:20:00,618053,MISSISSIPPI,Flash Flood,12.00K,0.00K,32.1864,-90.1442,32.1826,-90.1349,"Old Highway 49 was closed near Russel Cove due to flooding. Tazan Road was closed between Florence and Richland due to flooding. Thomasville Road at Monterey Road was also closed due to flooding.",02:55:00,10,10,2016,10-Mar-0016 19:15:00
01-Apr-2016 10:11:00,621991,ATLANTIC SOUTH,Marine Thunderstorm Wind,0.00K,0.00K,35.3426,-75.5029,35.3426,-75.5029,"Weather Flow Site in Avon reported a 34 knot wind gust.",00:00:00,1,1,2016,01-Apr-0016 10:11:00
01-Apr-2016 10:00:00,621993,ATLANTIC SOUTH,Marine Thunderstorm Wind,0.00K,0.00K,35.5693,-75.4696,35.5693,-75.4696,"Kitty Hawk Kites Resort near Waves reported a 46 knot wind gust.",00:00:00,1,1,2016,01-Apr-0016 10:00:00
24-Feb-2016 20:30:00,621773,VIRGINIA,Thunderstorm Wind,1.00K,0.00K,37.19,-76.44,37.19,-76.44,"Large tree was downed in residential backyard.",00:00:00,24,24,2016,24-Feb-0016 20:30:00
20-Jan-2016 13:00:00,616919,TENNESSEE,Heavy Snow,,,NaN,NaN,NaN,NaN,"A snowfall total of 4.5 inches was measured at the Tri-Cities Regional Airport.",05:00:00,20,20,2016,20-Jan-0016 18:00:00
29-Feb-2016 12:00:00,619422,SOUTH DAKOTA,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snow accumulated 3 to 6 inches, including 6.0 inches near Montrose. The snow caused slippery roads which resulted in a few accidents. The snow continued to a little past midnight on March 1st.",11:59:00,29,29,2016,29-Feb-0016 23:59:00
24-Feb-2016 21:40:00,619431,MARYLAND,Flood,0.00K,0.00K,39.1303,-76.8459,39.1321,-76.8456,"Stephens Road was closed between Gorman Road and Whiskey Bottom Road due to high water. Hammond branch was out of its banks.",05:51:00,24,25,2016,25-Feb-0016 03:31:00
22-Jul-2016 16:42:00,653230,NORTH CAROLINA,Thunderstorm Wind,2.00K,0.00K,35.33,-80.43,35.33,-80.43,"FD reported several trees down and shingle damage to homes along County Line Rd.",00:00:00,22,22,2016,22-Jul-0016 16:42:00
15-Feb-2016 15:16:00,620443,MISSISSIPPI,Thunderstorm Wind,3.00K,0.00K,31.65,-88.53,31.65,-88.53,"Winds estimated at 60 mph downed trees across Palmer Hollinghead and Denham Progress Roads.",00:02:00,15,15,2016,15-Feb-0016 15:18:00
15-Feb-2016 15:23:00,621083,ALABAMA,Thunderstorm Wind,5.00K,0.00K,31.78,-88.45,31.78,-88.45,"Winds estimated at 60 mph downed trees and power lines.",00:02:00,15,15,2016,15-Feb-0016 15:25:00
03-Jan-2016 13:30:00,618067,GULF OF MEXICO,Waterspout,0.00K,0.00K,24.8597,-80.6074,24.8597,-80.6074,"Two waterspouts were observed about 4 miles south of Islamorada.  The waterspouts had visible spray rings and were located near a rain shaft.",00:11:00,3,3,2016,03-Jan-0016 13:41:00
15-Jan-2016 14:47:00,618070,GULF OF MEXICO,Marine Thunderstorm Wind,0.00K,0.00K,24.72,-81.92,24.72,-81.92,"A wind gust of 44 knots was measured at an automated WeatherFlow station at Smith Shoal Light.",00:00:00,15,15,2016,15-Jan-0016 14:47:00
15-Jan-2016 14:57:00,618071,GULF OF MEXICO,Waterspout,0.00K,0.00K,24.74,-80.85,24.7737,-80.7543,"A large waterspout was observed in Hawk Channel south of Duck Key, reported by the Monroe County Sheriffs Office.  The waterspout moved east-northeast and became obscured by heavy rain.",00:10:00,15,15,2016,15-Jan-0016 15:07:00
08-Jan-2016 07:53:00,616998,CALIFORNIA,Dense Fog,0.00K,0.00K,NaN,NaN,NaN,NaN,"KMCE reported less than 1/4 mile visibility.",03:22:00,8,8,2016,08-Jan-0016 11:15:00
30-Jan-2016 06:55:00,617055,CALIFORNIA,High Wind,0.00K,0.00K,NaN,NaN,NaN,NaN,"AWOS station in Inyokern reported a severe gust. At 0627, California Highway Patrol reported closer of Highway 14 at the intersection of 395 and 178.",14:05:00,30,30,2016,30-Jan-0016 21:00:00
19-Feb-2016 05:00:00,619326,IOWA,High Wind,,0.00K,NaN,NaN,NaN,NaN,"Westerly winds behind a cold front reach sustained speed of 40 to 45 mph for a few hours. The high winds caused spotty power line and traffic light damage.",05:00:00,19,19,2016,19-Feb-0016 10:00:00
21-Feb-2016 18:35:00,621527,VIRGINIA,Dense Fog,,,NaN,NaN,NaN,NaN,"SHD reported reduced visibilities of one quarter mile or less.",03:20:00,21,21,2016,21-Feb-0016 21:55:00
24-Feb-2016 15:40:00,621557,ATLANTIC NORTH,Marine Thunderstorm Wind,,,37.97,-75.88,37.97,-75.88,"CRSFL reported gusts of 36 knots.",00:00:00,24,24,2016,24-Feb-0016 15:40:00
21-Jan-2016 01:15:00,617013,CALIFORNIA,Dense Fog,0.00K,0.00K,NaN,NaN,NaN,NaN,"KMER reported less than 1/4 mile visibility.",08:45:00,21,21,2016,21-Jan-0016 10:00:00
21-Jan-2016 03:43:00,617016,CALIFORNIA,Dense Fog,0.00K,0.00K,NaN,NaN,NaN,NaN,"KFAT reported 1/8 mile visibility.",06:17:00,21,21,2016,21-Jan-0016 10:00:00
21-Jan-2016 07:53:00,617017,CALIFORNIA,Dense Fog,0.00K,0.00K,NaN,NaN,NaN,NaN,"KMAE reported less than a 1/4 mile visibility.",02:07:00,21,21,2016,21-Jan-0016 10:00:00
20-Jan-2016 22:06:00,617018,CALIFORNIA,Dense Fog,0.00K,0.00K,NaN,NaN,NaN,NaN,"KNLC reported 1/16 mile visibility.",34:24:00,20,22,2016,22-Jan-0016 08:30:00
21-Jan-2016 03:56:00,617022,CALIFORNIA,Dense Fog,0.00K,0.00K,NaN,NaN,NaN,NaN,"KPTV reported less than a 1/4 mile visibility.",28:34:00,21,22,2016,22-Jan-0016 08:30:00
28-Jan-2016 08:00:00,617151,CALIFORNIA,Dense Fog,0.00K,0.00K,NaN,NaN,NaN,NaN,"A semi-truck driving eastbound on Highway 198 making a left turn in the fog was struck by a sedan. The driver suffered moderate injuries. This was one of four crashes that occurred near the city of Hanford, though other crashes did not have any injuries reported.",01:00:00,28,28,2016,28-Jan-0016 09:00:00
17-Jan-2016 12:30:00,608194,NEW JERSEY,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Light snow began around noon on January 17th, then continued through the afternoon hours. Storm totals included 1.5 inches near Bradley Beach, 1.2 inches in Howell Township, and 1.0 inches near Long Branch.",06:15:00,17,17,2016,17-Jan-0016 18:45:00
25-Jan-2016 17:00:00,609645,NEW MEXICO,Heavy Snow,0.00K,0.00K,NaN,NaN,NaN,NaN,"Spotters around the area from Corona east along state highway 247 reported near 7 inches of snowfall with intense snowfall rates during the evening of the 25th.",18:00:00,25,26,2016,26-Jan-0016 11:00:00
24-Mar-2016 13:30:00,626363,ALABAMA,Thunderstorm Wind,15.00K,0.00K,31.53,-86.74,31.53,-86.74,"Straight line winds resulted in a large tree being uprooted and landing on a mobile home. Several other trees were downed in the same general area.",00:01:00,24,24,2016,24-Mar-0016 13:31:00
03-Feb-2016 16:00:00,618471,MARYLAND,Flood,0.00K,0.00K,39.64,-77.1,39.6406,-77.1009,"Mayberry Road was closed due to high water.",18:15:00,3,4,2016,04-Feb-0016 10:15:00
14-Apr-2016 21:57:00,622706,CALIFORNIA,High Wind,0.00K,0.00K,NaN,NaN,NaN,NaN,"The Saugus RAWS sensor reported northerly wind gusts between 59 and 63 MPH.",09:00:00,14,15,2016,15-Apr-0016 06:57:00
25-Feb-2016 03:20:00,621904,MASSACHUSETTS,Thunderstorm Wind,5.00K,0.00K,42.2,-71,42.2,-71,"A tree on Russell Road in Braintree was downed by thunderstorm winds.",00:00:00,25,25,2016,25-Feb-0016 03:20:00
14-Feb-2016 22:00:00,619800,NORTH CAROLINA,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snowfall/sleet amounts of 2 to 3 inches fell across the county. In addition, a tenth to a quarter of freezing rain accrual was reported.",28:30:00,14,16,2016,16-Feb-0016 02:30:00
07-Apr-2016 09:44:00,628358,ATLANTIC NORTH,Marine Thunderstorm Wind,0.00K,0.00K,37.01,-76.35,37.01,-76.35,"Wind gust of 42 knots was measured at Middle Ground Light.",00:00:00,7,7,2016,07-Apr-0016 09:44:00
05-Apr-2016 22:00:00,632729,VIRGINIA,Frost/Freeze,0.00K,,NaN,NaN,NaN,NaN,"Freezing temperatures between 25 and 28 degrees occurred. The average|duration was around 11 hours. Widespread damage to fruit trees and bushes was noted across the county. Winter wheat, barley, and hay grasses were also damaged.",11:00:00,5,6,2016,06-Apr-0016 09:00:00
03-Feb-2016 07:30:00,621455,MISSISSIPPI,Flood,5.00K,0.00K,31.4657,-90.8851,31.4659,-90.8806,"MS Road 556 between US Highway 84 and US Highway 98 was flooded and closed in both directions.",09:30:00,3,3,2016,03-Feb-0016 17:00:00
01-Feb-2016 00:00:00,610245,NEW MEXICO,Heavy Snow,,,NaN,NaN,NaN,NaN,"Snowfall amounts averaged 2 to 6 inches with gusty winds and blowing snow. Difficult to severe driving conditions were reported along U.S. 550 near Cuba.",21:00:00,1,1,2016,01-Feb-0016 21:00:00
13-Feb-2016 15:15:00,611457,NEW JERSEY,Extreme Cold/Wind Chill,,,NaN,NaN,NaN,NaN,"Wind Chill values dropped to 25 degrees below zero at 0553EST at Sussex County Airport, with northwest wind gusts as high as 25 MPH.  The actual air temperature at this time was 6 degrees below zero.  The highest wind gust reported at this station was 30 MPH at 1353EST Saturday, February 13th.  A wind chill value of 46 degrees below zero was reported at a Safetynet site at Highpoint at 0530EST.",16:45:00,13,14,2016,14-Feb-0016 08:00:00
24-Feb-2016 12:57:00,612839,NORTH CAROLINA,Tornado,5.00K,0.00K,34.998,-78.089,35.0056,-78.0864,"A NWS survey team found extensive tree damage across portions of the Warsaw area indicating an EF-0 tornado with 80 mph winds.",00:01:00,24,24,2016,24-Feb-0016 12:58:00
24-Feb-2016 13:13:00,612840,NORTH CAROLINA,Tornado,100.00K,,35.16,-77.974,35.1621,-77.9726,"A NWS Storm survey team assessed an EF1 tornado with 8 power poles snapped and a roof blow off a single wide mobile home on Garner Chapel Road about 8 miles east of Calypso.",00:01:00,24,24,2016,24-Feb-0016 13:14:00
11-Apr-2016 17:03:00,619925,TEXAS,Hail,0.00K,0.00K,32.8063,-95.1191,32.8063,-95.1191,"A photo was posted to the KLTV Facebook page of golfball size hail that fell in the Grice community.",00:00:00,11,11,2016,11-Apr-0016 17:03:00
24-Feb-2016 15:55:00,620352,NORTH CAROLINA,Hail,0.00K,0.00K,36.05,-79.11,36.06,-79.07,"Quarter to half dollar size hail fell in a swath from 2 miles south-southwest of Hillsborough to 2 miles east-southeast of Hillsborough.",00:01:00,24,24,2016,24-Feb-0016 15:56:00
16-Feb-2016 10:06:00,611932,NORTH CAROLINA,Thunderstorm Wind,10.00K,,35.8714,-75.9018,35.8714,-75.9018,"Measured wind gust 67 knots at the Alligator Bridge Weatherflow Site.  Also 911 center reported a tractor trailer overturned on Alligator River Bridge.",00:00:00,16,16,2016,16-Feb-0016 10:06:00
15-Feb-2016 16:00:00,613828,PENNSYLVANIA,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Light snow developed the afternoon of February 15th before quickly changing over to freezing rain. A quarter of an inch or more of ice accumulation was observed across the county.",18:00:00,15,16,2016,16-Feb-0016 10:00:00
22-Jan-2016 10:00:00,609198,PENNSYLVANIA,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Heavy snowfall amounts of 16 to 30 inches were observed across the county.",32:00:00,22,23,2016,23-Jan-0016 18:00:00
22-Jan-2016 01:00:00,616321,ARKANSAS,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snowfall amounts of 3-4 inches fell across Calhoun County.",05:00:00,22,22,2016,22-Jan-0016 06:00:00
22-Jan-2016 01:00:00,616319,ARKANSAS,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snowfall amounts of 3-4 inches fell across Ouachita County.",05:00:00,22,22,2016,22-Jan-0016 06:00:00
21-Jan-2016 21:00:00,616336,ARKANSAS,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Light snow up to .5 inch fell across Searcy county.",04:00:00,21,22,2016,22-Jan-0016 01:00:00
16-Jan-2016 13:09:00,607961,GULF OF MEXICO,Marine Thunderstorm Wind,0.00K,0.00K,28.6858,-96.2461,28.6858,-96.2461,"The wind gust was measured at KPSX.",00:00:00,16,16,2016,16-Jan-0016 13:09:00
22-Jan-2016 17:00:00,614483,NEW JERSEY,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snow began during the late afternoon hours on the 22nd, then continued heavy at times through the 23rd before ending after midnight on the 24th.  Snowfall totals included 9.3 inches in Green Creek, 8.0 inches in Middle Township, 7.5 inches in Dennis Township, 7.0 inches in Cape May Courthouse, and 7.0 inches in Lower Township.",33:00:00,22,24,2016,24-Jan-0016 02:00:00
22-Jan-2016 17:00:00,614485,NEW JERSEY,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snow began during the late afternoon hours on the 22nd, then continued heavy at times through the 23rd before ending after midnight on the 24th.  Snowfall totals included 17.5 inches in Buena Vista Township, 16.4 inches in Hammonton, and 13.4 inches at Atlantic City International Airport in Pomona.",33:00:00,22,24,2016,24-Jan-0016 02:00:00
22-Jan-2016 20:00:00,614488,NEW JERSEY,Winter Storm,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snow began during the late afternoon hours on the 22nd, then continued heavy at times through the 23rd before ending after midnight on the 24th.  Some snowfall totals included 21.8 inches in Millstone Township, 19.0 inches in Leonardo, 18.0 inches in Aberdeen Township, 17.0 inches in Freehold, and 16.5 inches in Colts Neck Township.",34:00:00,22,24,2016,24-Jan-0016 06:00:00
22-Jan-2016 11:30:00,616746,SOUTH CAROLINA,Winter Weather,,0.00K,NaN,NaN,NaN,NaN,"Even though only fifteen hundredths of an inch of freezing rain was reported, there were five homes with trees on them and multiple reports of trees down across the county. A third of the county had long term power outages.",05:30:00,22,22,2016,22-Jan-0016 17:00:00
29-Jan-2016 05:00:00,616840,TEXAS,Frost/Freeze,0.00K,0.00K,NaN,NaN,NaN,NaN,"Temperatures fell to or below freezing for several hours during the morning of January 29th. The COOP site in Armstrong reported a low of 25 degrees.",02:30:00,29,29,2016,29-Jan-0016 07:30:00
31-Jan-2016 20:01:00,615307,CALIFORNIA,High Wind,100.00K,0.00K,NaN,NaN,NaN,NaN,"Multiple mesonet stations measured wind gusts in excess of 58 mph all along the San Diego County coast. The strongest gust occurred at Cabrillo National Monument where a 64 mph gust was reported. The winds caused extensive tree damage along the coast.",03:58:00,31,31,2016,31-Jan-0016 23:59:00
20-Jan-2016 00:00:00,616270,TENNESSEE,Winter Weather,0.00K,0.00K,NaN,NaN,NaN,NaN,"Snow amounts of 1 to 3 inches were measured across Overton County along with trace amounts of sleet and freezing rain. A trained spotter measured 2 inches of snow 10 miles northeast of Livingston, and CoCoRaHS station Livingston 1.9 NNW measured 1.6 inches of snow.",12:00:00,20,20,2016,20-Jan-0016 12:00:00
01-Jan-2016 00:00:00,617285,CALIFORNIA,Drought,0.00K,0.00K,NaN,NaN,NaN,NaN,"The Household Water Supply Shortage Reporting System indicated there were some homes without well water due to dry wells, with 70 in Butte County, 28 in Glenn County, and 8 in Colusa County. This was unchanged from December.",743:59:00,1,31,2016,31-Jan-0016 23:59:00
